feature,label,confidence,polysemantic,bal_acc,f1,fire_count,notes
823,White flowers with yellow centers,0.92,False,1.0,1.0,,"All images show small white or pale-colored flowers with prominent yellow stamens or central disk, appearing to be members of the Saxifragaceae or similar plant families."
930,Knitted or woven fabric texture,0.95,False,1.0,1.0,,"All images show close-up views of knitted or woven textiles with visible fiber patterns and stitching, often in vibrant colors."
920,Baked cake or bread texture,0.95,False,1.0,1.0,,"All images show close-up views of baked goods with visible crumb structure, including cakes, quick breads, and loaf-style baked items with characteristic porous, golden-brown surfaces."
961,Strawflowers with layered petals,0.92,False,1.0,1.0,,"All images show Helichrysum or similar strawflower species characterized by distinctive papery, layered petal structures radiating from a central disk in warm yellow, orange, and red tones."
774,Curled or coiled plant structures,0.92,False,1.0,1.0,,"All images show helical or spiral-shaped botanical structures, primarily unopened flower buds or coiled tendrils with characteristic curved, tubular morphology."
955,Dense clustered bumpy surface texture,0.92,False,1.0,1.0,,"All images feature tightly packed, uniform, rounded protrusions or scales creating a distinctive bumpy, repetitive texture pattern, predominantly found on cacti, pinecones, and similar botanical structures."
937,White flowering plants in dense clusters,0.95,False,1.0,1.0,,"All images show abundant small white flowers blooming together among green foliage, appearing to be the same or similar flowering plant species photographed from above."
974,Pocket watches and clock faces,0.95,False,1.0,1.0,,"All images consistently feature vintage pocket watches, stopwatches, or exposed clock faces with visible numerals and hands, often displayed on fabric or held in hands."
625,Yellow flowers with dark centers,0.95,False,1.0,1.0,,"All images show yellow/golden flowers featuring prominent brown or reddish-orange centers, consistent with trumpet or funnel-shaped blooms like Allamanda or similar flowering plants."
959,Blue and purple flowers,0.92,False,1.0,1.0,,"All images show small delicate flowers in shades of blue and purple, primarily depicting species like speedwell or similar flora with characteristic blue-violet petals."
932,Purple and white bell-shaped flowers,0.95,False,1.0,1.0,,"All images show flowering plants with characteristic bell or cup-shaped blooms in purple/lavender and white coloring, likely morning glories or related species."
990,car rear end with taillights,0.92,False,1.0,1.0,,"All images show the back of vehicles, prominently featuring tail lights, license plates, and rear bumpers."
978,Dense spike flower inflorescence,0.92,False,1.0,1.0,,"All images show tightly packed, cylindrical flowering spikes with small florets arranged in a dense raceme pattern, characteristic of plants like plantain, bistorta, or similar herbaceous species."
928,Boreal forest and wetland ecosystems,0.92,False,1.0,1.0,,"Images consistently show coniferous forests (spruce/pine) in northern climates with characteristic features like boggy understory, sparse understory vegetation, and wetland areas interspersed with forest stands."
1000,Wrestling grappling and ground contact,0.92,False,1.0,1.0,,"Images consistently show wrestlers in close physical contact on mats, with bodies entangled in grappling positions characteristic of wrestling competition."
1001,Trumpet-shaped flowers with bicolor petals,0.95,False,1.0,1.0,,"All images show pendulous, tubular flowers with red/pink upper portions and yellow lower portions, characteristic of Kolkwitzia or similar trumpet flowers."
1005,Rubber boots and wellington boots,0.95,False,1.0,1.0,,"All images show various styles of rubber or wellington boots, characterized by their waterproof synthetic material construction and protective footwear design."
972,Purple pincushion flowers (Scabiosa),0.85,False,1.0,1.0,,"Images predominantly feature purple/lavender pincushion flowers with their characteristic dense, rounded, cushion-like flower heads, often with visible stamens and occasional bees visiting them."
992,Purple flowering plant spikes,0.95,False,1.0,1.0,,"All images show densely packed purple/magenta flowers arranged in tall spike or spike-like inflorescence structures, characteristic of plants like liatris or similar flowering perennials."
770,Blue and purple iris flowers,0.95,False,1.0,1.0,,"All images show iris flowers with characteristic blue, purple, and violet hues, displaying their distinctive petal structure and growth patterns in garden settings."
1024,Sliced bread,0.95,False,1.0,1.0,,"All images show sliced bread in various forms including white bread, wheat bread, toast, and bread slices arranged on plates or surfaces."
1020,Cypress trees with windswept canopy,0.92,False,1.0,1.0,,"All images feature distinctive cypress or cypress-like trees with characteristic flat-topped, wind-shaped canopies, primarily Monterey cypress trees in various coastal and landscape settings."
1057,Rainbow lorikeets and parrots,0.92,False,1.0,1.0,,"All images prominently feature colorful parrots, particularly rainbow lorikeets, with their distinctive multicolored plumage of red, blue, yellow, and green."
1050,White star-shaped flowers,0.95,False,1.0,1.0,,"All images show densely clustered white flowers with characteristic star or six-petaled shapes, likely jasmine or similar flowering plants."
976,Red and orange apples,0.95,False,1.0,1.0,,"All images show densely packed apples with warm red, orange, and yellow hues, characteristic of ripe stone fruits or apples photographed from above or in market displays."
1019,Pizza with various toppings,0.95,False,1.0,1.0,,"All 16 images show pizzas with different topping combinations including cheese, vegetables, meats, and herbs."
574,Fungal fruiting bodies with red/pink coloring,0.92,False,1.0,1.0,,"All images show fungi (likely cup fungi, dog stinkhorns, or similar ascomycetes) characterized by distinctive red, pink, or orange hollow or cup-shaped structures with pale bases."
1089,Hand tools with pointed or angled tips,0.85,False,1.0,1.0,,"All images show precision tools including screwdrivers, chisels, paint brushes, and similar implements with tapered or angled working ends."
788,Buffalo or bison in pasture,0.95,False,1.0,1.0,,"All images consistently show large bovine animals (buffalo/bison) grazing or standing in grassy fields, with the animals' characteristic dark coloring and sturdy build as the dominant visual element."
988,Yellow flowers,0.95,False,1.0,1.0,,All images feature bright yellow flowering plants with varying bloom densities and foliage backgrounds.
1099,Kiwifruit on branches,0.92,False,1.0,1.0,,"All images show fuzzy, oval-shaped kiwi fruits (Chinese gooseberries) hanging from vines or branches in various stages of ripeness and with different color variations."
558,Tulips,0.98,False,1.0,1.0,,"All images contain tulips as the primary subject, characterized by their distinctive cup-shaped flowers with smooth petals on sturdy stems with green leaves."
1108,Bedroom furniture and bedding,0.92,False,1.0,1.0,,"All images feature beds, bedroom settings, or bedroom furniture as the primary focus, with emphasis on bed frames, mattresses, pillows, and bedroom decor."
1124,Georgian and Regency townhouses,0.92,False,1.0,1.0,,"Images consistently show multi-story British townhouses with characteristic sash windows, symmetrical facades, and stone/brick construction typical of Georgian and Regency architectural periods."
1128,Tree bark texture and trunk,0.95,False,1.0,1.0,,"All images show close-up views of tree bark with characteristic textured, furrowed surfaces and natural vertical grain patterns."
543,Red chili peppers,0.98,False,1.0,1.0,,"All images feature red chili peppers in various arrangements, lighting conditions, and perspectives from whole peppers to individual specimens."
936,Tall slender towers and spires,0.92,False,1.0,1.0,,"All images feature prominent vertical structures including the CN Tower, radio towers, church spires, and modern broadcast towers rising above urban skylines."
